"SubscriptionId","SubscriptionName","ResourceGroupName","VNetName","VNetId","Location","AddressSpace","SubnetCount","WorkloadType","Tags"
"6a98632c-f5b5-44c3-b71e-cbd3710c778f","HUB_NONPRD_SUB","repair-auazedwnwat003-20240720172146","repair-auazedw_VNET","/subscriptions/6a98632c-f5b5-44c3-b71e-cbd3710c778f/resourceGroups/repair-auazedwnwat003-20240720172146/providers/Microsoft.Network/virtualNetworks/repair-auazedw_VNET","australiaeast","10.0.0.0/16","1","Production","No tags"
"6a98632c-f5b5-44c3-b71e-cbd3710c778f","HUB_NONPRD_SUB","repair-NZAZEDHNWAT001-20240720144729","repair-NZAZEDH_VNET","/subscriptions/6a98632c-f5b5-44c3-b71e-cbd3710c778f/resourceGroups/repair-NZAZEDHNWAT001-20240720144729/providers/Microsoft.Network/virtualNetworks/repair-NZAZEDH_VNET","australiaeast","10.0.0.0/16","1","Production","No tags"
"6a98632c-f5b5-44c3-b71e-cbd3710c778f","HUB_NONPRD_SUB","repair-nzazedhnwat001-20240720164602","repair-nzazedh_VNET","/subscriptions/6a98632c-f5b5-44c3-b71e-cbd3710c778f/resourceGroups/repair-nzazedhnwat001-20240720164602/providers/Microsoft.Network/virtualNetworks/repair-nzazedh_VNET","australiaeast","10.0.0.0/16","1","Production","No tags"
"6a98632c-f5b5-44c3-b71e-cbd3710c778f","HUB_NONPRD_SUB","RG-HUB-NonProd-ASR-Network-AUEast","vNET01-HUB-NonProd-Test-AUEast","/subscriptions/6a98632c-f5b5-44c3-b71e-cbd3710c778f/resourceGroups/RG-HUB-NonProd-ASR-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-HUB-NonProd-Test-AUEast","australiaeast","10.150.170.0/24","1","Production","No tags"
"6a98632c-f5b5-44c3-b71e-cbd3710c778f","HUB_NONPRD_SUB","RG-NonProd-Network-AUEast","vNET01-NonProd-AUEast","/subscriptions/6a98632c-f5b5-44c3-b71e-cbd3710c778f/resourceGroups/RG-NonProd-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-NonProd-AUEast","australiaeast","10.150.136.0/21, 10.150.192.0/21","9","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","repair-NZAZEDHPWAP002-20240720160149","repair-NZAZEDH_VNET","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/repair-NZAZEDHPWAP002-20240720160149/providers/Microsoft.Network/virtualNetworks/repair-NZAZEDH_VNET","australiaeast","10.0.0.0/16","1","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","RG-HUB-PRD-ActiveDirectory-AZE","vNET01-HUB-PRD-ActiveDirectory-AZE","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/RG-HUB-PRD-ActiveDirectory-AZE/providers/Microsoft.Network/virtualNetworks/vNET01-HUB-PRD-ActiveDirectory-AZE","australiaeast","10.150.51.128/25","2","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","RG-HUB-Prod-ASR-Network-AUEast","vNET01-HUB-Prod-Test-AUEast","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/RG-HUB-Prod-ASR-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-HUB-Prod-Test-AUEast","australiaeast","10.150.34.0/24","1","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","RG-HUB-PROD-QUALYS-AZE","vNET02-Prod-AUEast","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/RG-HUB-PROD-QUALYS-AZE/providers/Microsoft.Network/virtualNetworks/vNET02-Prod-AUEast","australiaeast","10.150.49.0/24","1","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","RG-HUB-PROD-SQLDB-AUEAST","AU_PRD_SUB-vNET01-Migrate-01","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/RG-HUB-PROD-SQLDB-AUEAST/providers/Microsoft.Network/virtualNetworks/AU_PRD_SUB-vNET01-Migrate-01","australiaeast","10.150.86.0/25","2","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","RG-NZL-Prod-Network-AUEast","vNET01-NZL-PRD-ADtenix-AZE","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/RG-NZL-Prod-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-NZL-PRD-ADtenix-AZE","australiaeast","10.150.50.128/25","1","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","RG-NZL-Prod-Network-AUEast","vNET01-NZL-PRD-ADworks-AZE","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/RG-NZL-Prod-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-NZL-PRD-ADworks-AZE","australiaeast","10.150.50.0/25","1","Production","No tags"
"7e8fe05d-87ae-4f58-823f-636d176599d0","HUB_PRD_SUB","RG-Prod-Network-AUEast","vNET01-Prod-AUEast","/subscriptions/7e8fe05d-87ae-4f58-823f-636d176599d0/resourceGroups/RG-Prod-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Prod-AUEast","australiaeast","10.144.0.0/16, 10.150.0.0/21, 10.150.56.0/21","21","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-acudn-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-acudn-Prod","australiaeast","10.156.0.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-ADExternal-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-ADExternal-Prod","australiaeast","10.156.4.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-ADInternal-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-ADInternal-Prod","australiaeast","10.156.3.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-downergroup-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-downergroup-Prod","australiaeast","10.156.6.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-insideedirail-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-insideedirail-Prod","australiaeast","10.156.7.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-roche-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-roche-Prod","australiaeast","10.156.2.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-tenix-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-tenix-Prod","australiaeast","10.156.1.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-IDENTITY_SUB_01-Network-AUEast","vNET01-Identity-works-Prod","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-IDENTITY_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Identity-works-Prod","australiaeast","10.156.5.0/24","2","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-PROD-ADFS-WAP-AUEAST","testadfsvnet","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-PROD-ADFS-WAP-AUEAST/providers/Microsoft.Network/virtualNetworks/testadfsvnet","australiaeast","10.2.0.0/16","1","Production","No tags"
"50f2a5d1-5d8b-482f-b23f-6595f72286e3","IDENTITY_SUB_01","RG-TestVnet-AE","testvnetradius","/subscriptions/50f2a5d1-5d8b-482f-b23f-6595f72286e3/resourceGroups/RG-TestVnet-AE/providers/Microsoft.Network/virtualNetworks/testvnetradius","australiaeast","10.0.0.0/16","1","Non-Production","No tags"
"8596f170-de6d-49c6-be0b-2875e9694dd9","LGY_NONPRD_SUB","RG-LGY-NonProd-Network-AUEast","vNET01-LGY-NonProd-AUEast","/subscriptions/8596f170-de6d-49c6-be0b-2875e9694dd9/resourceGroups/RG-LGY-NonProd-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-LGY-NonProd-AUEast","australiaeast","10.150.176.0/21","13","Production","No tags"
"00081bc7-1fab-4ced-954f-381ee6c52437","LGY_PRD_SUB","RG-LGY-Prod-Network-AUEast","vNET01-LGY-Prod-AUEast","/subscriptions/00081bc7-1fab-4ced-954f-381ee6c52437/resourceGroups/RG-LGY-Prod-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-LGY-Prod-AUEast","australiaeast","10.150.40.0/21","13","Production","No tags"
"a9ced750-733d-4574-8d1d-3caae72d9403","Management_SUB_01","RG-Management_SUB_01-Network-AUEast","vNET01-Management-Prod-AUEast","/subscriptions/a9ced750-733d-4574-8d1d-3caae72d9403/resourceGroups/RG-Management_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-Management-Prod-AUEast","australiaeast","10.156.8.0/21","5","Production","No tags"
"a9ced750-733d-4574-8d1d-3caae72d9403","Management_SUB_01","Testvnet-RG","testvnet","/subscriptions/a9ced750-733d-4574-8d1d-3caae72d9403/resourceGroups/Testvnet-RG/providers/Microsoft.Network/virtualNetworks/testvnet","australiaeast","10.0.0.0/16","3","Non-Production","No tags"
"a626613f-7362-4a7a-af26-380893ffca33","Nuix_SUB","RG-AE-PROD-NUIX-01","vNET-AE-PROD-NUIX-01","/subscriptions/a626613f-7362-4a7a-af26-380893ffca33/resourceGroups/RG-AE-PROD-NUIX-01/providers/Microsoft.Network/virtualNetworks/vNET-AE-PROD-NUIX-01","australiaeast","10.156.26.128/25","2","Production","No tags"
"e138b8c1-a794-46a6-9697-f21e08a3ff27","NZ_AVS_PRD_SUB","RG-PRD-AVS-AZE","vNET01-NZL-PRD-AVS-AUEast","/subscriptions/e138b8c1-a794-46a6-9697-f21e08a3ff27/resourceGroups/RG-PRD-AVS-AZE/providers/Microsoft.Network/virtualNetworks/vNET01-NZL-PRD-AVS-AUEast","australiaeast","10.150.79.128/25","3","Production","No tags"
"f68901ba-3f12-475a-bbd5-f3a07b014dba","NZL_DEV_SUB","RG-TS-Sandbox","vNET99-DEV-FuseSDAPoc-AZE","/subscriptions/f68901ba-3f12-475a-bbd5-f3a07b014dba/resourceGroups/RG-TS-Sandbox/providers/Microsoft.Network/virtualNetworks/vNET99-DEV-FuseSDAPoc-AZE","australiaeast","10.0.0.0/16","2","Non-Production","No tags"
"f68901ba-3f12-475a-bbd5-f3a07b014dba","NZL_DEV_SUB","rgGeneralPurpose","rgGeneralPurpose-vnet","/subscriptions/f68901ba-3f12-475a-bbd5-f3a07b014dba/resourceGroups/rgGeneralPurpose/providers/Microsoft.Network/virtualNetworks/rgGeneralPurpose-vnet","australiaeast","192.168.128.0/24","1","Non-Production","No tags"
"c8c2a8de-2c7f-418d-b888-18e77e4dd890","NZL_NONPRD_SUB","DXC-Maint-RG","DXC-Maint-RG-vnet","/subscriptions/c8c2a8de-2c7f-418d-b888-18e77e4dd890/resourceGroups/DXC-Maint-RG/providers/Microsoft.Network/virtualNetworks/DXC-Maint-RG-vnet","australiaeast","10.0.0.0/16","1","Production","No tags"
"c8c2a8de-2c7f-418d-b888-18e77e4dd890","NZL_NONPRD_SUB","RG-NZL-NonProd-Network-AUEast","vNET01-NZL-NonProd-AUEast","/subscriptions/c8c2a8de-2c7f-418d-b888-18e77e4dd890/resourceGroups/RG-NZL-NonProd-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-NZL-NonProd-AUEast","australiaeast","10.150.152.0/21","6","Production","No tags"
"7bb0d9a4-5a48-4968-abcf-855a12ecc02f","NZL_PRD_SUB","RG-NZL-Prod-Network-AUEast","vNET01-NZL-Prod-AUEast","/subscriptions/7bb0d9a4-5a48-4968-abcf-855a12ecc02f/resourceGroups/RG-NZL-Prod-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-NZL-Prod-AUEast","australiaeast","10.150.16.0/21","7","Production","No tags"
"cc95f550-e73f-4063-8d2f-7997896aa5cb","RAIL_NonProd_SUB","RG-RAIL_NonProd-Network","vNET01-RAIL_NonProd","/subscriptions/cc95f550-e73f-4063-8d2f-7997896aa5cb/resourceGroups/RG-RAIL_NonProd-Network/providers/Microsoft.Network/virtualNetworks/vNET01-RAIL_NonProd","australiaeast","10.156.25.0/24","5","Production","No tags"
"cc95f550-e73f-4063-8d2f-7997896aa5cb","RAIL_NonProd_SUB","RG-RAIL_NonProd-Network_disconnected","vNET01-RAIL_NonProd_disconnected","/subscriptions/cc95f550-e73f-4063-8d2f-7997896aa5cb/resourceGroups/RG-RAIL_NonProd-Network_disconnected/providers/Microsoft.Network/virtualNetworks/vNET01-RAIL_NonProd_disconnected","australiaeast","10.0.0.0/16","2","Production","No tags"
"cc95f550-e73f-4063-8d2f-7997896aa5cb","RAIL_NonProd_SUB","RG-RAIL_UAT-B2B","rescuevm-vnet","/subscriptions/cc95f550-e73f-4063-8d2f-7997896aa5cb/resourceGroups/RG-RAIL_UAT-B2B/providers/Microsoft.Network/virtualNetworks/rescuevm-vnet","australiaeast","10.1.0.0/16","1","Production","No tags"
"d8c6b9dd-2772-407c-af18-0df0dc011077","RAIL_Prod_SUB","RG-RAIL_Prod-(TEST)Network","vNET01-RAIL_TEST-Prod","/subscriptions/d8c6b9dd-2772-407c-af18-0df0dc011077/resourceGroups/RG-RAIL_Prod-(TEST)Network/providers/Microsoft.Network/virtualNetworks/vNET01-RAIL_TEST-Prod","australiaeast","10.0.0.0/16","1","Production","No tags"
"d8c6b9dd-2772-407c-af18-0df0dc011077","RAIL_Prod_SUB","RG-RAIL_Prod-(TEST)Network","vNET01-RAIL_TEST2-Prod","/subscriptions/d8c6b9dd-2772-407c-af18-0df0dc011077/resourceGroups/RG-RAIL_Prod-(TEST)Network/providers/Microsoft.Network/virtualNetworks/vNET01-RAIL_TEST2-Prod","australiaeast","10.1.0.0/16","2","Production","No tags"
"d8c6b9dd-2772-407c-af18-0df0dc011077","RAIL_Prod_SUB","RG-RAIL_Prod-Network","vNET01-RAIL_Prod","/subscriptions/d8c6b9dd-2772-407c-af18-0df0dc011077/resourceGroups/RG-RAIL_Prod-Network/providers/Microsoft.Network/virtualNetworks/vNET01-RAIL_Prod","australiaeast","10.156.24.0/24","5","Production","No tags"
"eea9a659-ed70-4c32-ae74-04cfe7050215","SAP_NONPROD_SUB_01","RG-SAP-NONPROD_SUB_01-Network","vNET01-SAP_NONPROD-Prod","/subscriptions/eea9a659-ed70-4c32-ae74-04cfe7050215/resourceGroups/RG-SAP-NONPROD_SUB_01-Network/providers/Microsoft.Network/virtualNetworks/vNET01-SAP_NONPROD-Prod","australiaeast","10.156.20.0/22","4","Production","No tags"
"020cbbc6-28ec-4fd6-a2df-bf5f9c4fddb4","SAP_SUB_01","AzureBackupRG_australiaeast_1","test","/subscriptions/020cbbc6-28ec-4fd6-a2df-bf5f9c4fddb4/resourceGroups/AzureBackupRG_australiaeast_1/providers/Microsoft.Network/virtualNetworks/test","australiaeast","10.2.0.0/16","1","Non-Production","No tags"
"020cbbc6-28ec-4fd6-a2df-bf5f9c4fddb4","SAP_SUB_01","RG-Isolated-Copies-AZE","Clone-vnet-SAP-Prod-AUEast","/subscriptions/020cbbc6-28ec-4fd6-a2df-bf5f9c4fddb4/resourceGroups/RG-Isolated-Copies-AZE/providers/Microsoft.Network/virtualNetworks/Clone-vnet-SAP-Prod-AUEast","australiaeast","10.156.22.0/25","2","Production","No tags"
"020cbbc6-28ec-4fd6-a2df-bf5f9c4fddb4","SAP_SUB_01","RG-SAP_SUB_01-Network-AUEast","vNET01-SAP-Prod-AUEast","/subscriptions/020cbbc6-28ec-4fd6-a2df-bf5f9c4fddb4/resourceGroups/RG-SAP_SUB_01-Network-AUEast/providers/Microsoft.Network/virtualNetworks/vNET01-SAP-Prod-AUEast","australiaeast","10.156.16.0/22","4","Production","No tags"
"4a64f2e9-a3af-4f2c-9bfe-2d98ea526231","SCIS_NonProd_SUB","RG-SCIS_NonProd-Network","vNET01-SCIS_NonProd","/subscriptions/4a64f2e9-a3af-4f2c-9bfe-2d98ea526231/resourceGroups/RG-SCIS_NonProd-Network/providers/Microsoft.Network/virtualNetworks/vNET01-SCIS_NonProd","australiaeast","10.156.32.0/24","5","Production","No tags"
"0a983182-ea96-473a-847d-17a78e877d7b","SCIS_Prod_SUB","RG-SCIS_Prod-Network","vNET01-SCIS_Prod","/subscriptions/0a983182-ea96-473a-847d-17a78e877d7b/resourceGroups/RG-SCIS_Prod-Network/providers/Microsoft.Network/virtualNetworks/vNET01-SCIS_Prod","australiaeast","10.156.28.0/24","5","Production","No tags"
"ee1301f2-c4a1-4627-9485-5d77c2a9643a","Shared_Apps_NONPROD_SUB","RG-Shared_Apps_NONPROD_SUB-Network","vNET01-Shared_Apps_NONPROD","/subscriptions/ee1301f2-c4a1-4627-9485-5d77c2a9643a/resourceGroups/RG-Shared_Apps_NONPROD_SUB-Network/providers/Microsoft.Network/virtualNetworks/vNET01-Shared_Apps_NONPROD","australiaeast","10.156.29.0/24","5","Production","No tags"
"e0610693-dfe6-4f1a-ac97-42a94f6cc78c","Shared_Apps_PROD_SUB","RG-DIBI_Prod-Network","vNET01-DIBI_Prod","/subscriptions/e0610693-dfe6-4f1a-ac97-42a94f6cc78c/resourceGroups/RG-DIBI_Prod-Network/providers/Microsoft.Network/virtualNetworks/vNET01-DIBI_Prod","australiaeast","10.156.27.0/24","5","Production","No tags"
"06f856f5-9eb8-486a-a049-823f972499ec","SNO_EXT_SUB","RG-ECM-BI","VN-MEI-BI","/subscriptions/06f856f5-9eb8-486a-a049-823f972499ec/resourceGroups/RG-ECM-BI/providers/Microsoft.Network/virtualNetworks/VN-MEI-BI","australiaeast","10.0.0.0/21","6","Unknown","No tags"
"bd1cbd40-caec-4de8-904d-5d939a38b7f1","Visual Studio Enterprise Subscription  MPN","RG-ST-DatabricksManaged","workers-vnet","/subscriptions/bd1cbd40-caec-4de8-904d-5d939a38b7f1/resourceGroups/RG-ST-DatabricksManaged/providers/Microsoft.Network/virtualNetworks/workers-vnet","australiaeast","10.139.0.0/16","2","Unknown","No tags"
"bd1cbd40-caec-4de8-904d-5d939a38b7f1","Visual Studio Enterprise Subscription  MPN","RG-STU-Desktop","VN-STU-Desktop","/subscriptions/bd1cbd40-caec-4de8-904d-5d939a38b7f1/resourceGroups/RG-STU-Desktop/providers/Microsoft.Network/virtualNetworks/VN-STU-Desktop","australiaeast","10.1.0.0/16","1","Unknown","No tags"
"a606b479-c8b8-45ad-9208-eb87a4cf9755","Visual Studio Professional Subscription","databricks-rg-PS_Databricks_Dev_Prem_Trial-ka75mwmvz7sam","workers-vnet","/subscriptions/a606b479-c8b8-45ad-9208-eb87a4cf9755/resourceGroups/databricks-rg-PS_Databricks_Dev_Prem_Trial-ka75mwmvz7sam/providers/Microsoft.Network/virtualNetworks/workers-vnet","australiaeast","10.139.0.0/16","2","Non-Production","No tags"
